38,0,0,1856723231
36,0,0,10023
36,0,0,10023
36,0,0,10023
36,0,0,10023
36,0,0,10023
36,0,0,10023
34,0,0,19998
34,0,0,19998
34,0,0,19998
34,0,0,19998
34,0,0,19998
34,0,0,19998
34,0,0,19998
32,0,0,29998
32,0,0,29998
32,0,0,29998
32,0,0,29998
32,0,0,29998
32,0,0,29998
32,0,0,39998
32,0,0,39998
32,0,0,39998
32,0,0,39998
32,0,0,39998
32,0,0,39998
32,0,0,39998
32,0,0,49997
32,0,0,49997
34,0,0,49997
34,0,0,49997
34,0,0,49997
34,0,0,49997
34,0,0,49997
36,0,0,59998
36,0,0,59998
36,0,0,59998
36,0,0,59998
36,0,0,59998
36,0,0,59998
36,0,0,69998
36,0,0,69998
36,0,0,69998
36,0,0,69998
36,0,0,69998
36,0,0,69998
36,0,0,69998
36,0,0,79999
36,0,0,79999
36,0,0,79999
36,0,0,79999
36,0,0,79999
36,0,0,79999
36,0,0,79999
38,0,0,89997
38,0,0,89997
38,0,0,89997
38,0,0,89997
38,0,0,89997
38,0,0,89997
38,0,0,99997
40,0,0,100929
40,0,0,102923
40,0,0,103919
40,0,0,104916
40,0,0,104916
40,0,0,105912
40,0,0,106911
40,0,0,107909
40,0,0,108906
40,0,0,109903
40,0,0,110900
40,0,0,111914
40,0,0,112895
40,0,0,112895
40,0,0,113892
40,0,0,114890
40,0,0,115888
40,0,0,117893
40,0,0,118881
38,0,0,120874
38,0,0,121876
38,0,0,123866
38,0,0,124862
38,0,0,126868
36,0,0,127855
36,0,0,129849
36,0,0,130846
36,0,0,132841
34,0,0,133840
34,0,0,135834
34,0,0,136830
34,0,0,138825
34,0,0,139822
34,0,0,141851
34,0,0,142814
36,0,0,144827
36,0,0,145808
34,0,0,147802
36,0,0,148798
34,0,0,150794
34,0,0,151799
34,0,0,153784
34,0,0,154783
34,0,0,156777
34,0,0,157775
34,0,0,159071
34,0,0,160702
34,0,0,162697
34,0,0,163692
36,0,0,165690
34,0,0,166689
36,0,0,168681
36,0,0,169678
36,0,0,171672
36,0,0,172670
36,0,0,174670
36,0,0,175662
36,0,0,177666
38,0,0,178653
38,0,0,180648
38,0,0,181646
40,0,0,191983
40,0,0,191983
40,0,0,191983
40,0,0,191983
40,0,0,191983
40,0,0,191983
40,0,0,201947
43,0,0,201947
43,0,0,201947
43,0,0,201947
43,0,0,201947
40,0,0,201947
43,0,0,201947
